pays;nom;Capitale;description;bons plans;prix de l'hébergement;coût de la vie;janvier;février;mars;avril;mai;juin;juillet;août;septembre;octobre;novembre;décembre;latitude;longitude;nb de jours conseillés
Nouvelle-Zélande;Auckland;oui;"Selon la légende, les splendides paysages d’Auckland seraient nés d’une histoire impliquant 2 enfants de tribus rivales, tombant amoureux l’un de l’autre. Les 2 tribus se lancèrent dans une guerre utilisant la magie. Ce faisant, ils réveillèrent les dieux de la terre, des volcans et des tremblements de terre, qui, pour les punir de l’utilisation de la magie, ouvrirent un schisme et firent naitre des volcans, tuant tout le monde.
L’Histoire telle que nous la connaissons implique plutôt des maoris puis des colons européens. Quoiqu’il en soit, il est vrai qu’Auckland est située dans une zone particulièrement favorisée par la nature. Deux magnifiques baies, une couronne de volcans qui l’entourent, des terres fertiles, on comprend aisément pourquoi cet emplacement a été choisi et pourquoi la ville attire un véritable melting pot de population.
La nature n’est pas son seul atout puisque la ville est aussi emplit de musées, restaurants et de bâtiments modernes. Nous vous conseillons d’y passer au moins 3 nuits";"> Découvrir Auckland côté nature avec une journée de randonnée le long de la Coast To Coast Walkway (qui vous menera d'un océan à l'autre)
> Lire un livre dans la bibliothèque en plein air de Marina Bay.
> Découvrir l'art Maori à l'Auckland Art Gallery (entrée gratuite).
> Monter au sommet du Mount Eden pour un panorama incroyable sur la ville.
> Aller voir un match (de rugby évidemment) au Stade Eden Park, ambiance assurée! 
> Pour les amateurs de sensations fortes, sauter en skyjump depuis la Skytower (192m de haut)
";18;35;3;3;3;3;3;2;2;2;2;2;2;3;-36.8596306;174.7757217;
Philippines;Iles des Philippines;oui;;"> Faire un trek pour découvrir les somptueux paysages de rizières en terrasses aux alentours de Banaue, Batad et Bontoc.
> Se faire déposer sur une des nombreuses îles désertes pour une aventures à la Robinson Crusoë.
> Se balader dans l'ancienne ville de Manille et visiter l'église San Augustin
> Se jeter à l'eau avec palmes, masque et tuba pour profiter des magnifiques fond sous-marin.
> Se promener dans les rues pavées de la ville de Vigan, exemple de ville coloniale espagnole en Asie,  inscrite à l'UNESCO.
> S'initier aux traditions locales en assistant à un combat de coqs.
> Découvrir la rivière souterraine près de Sabang sur l'île de Palawan. Il s'agit de l'une des Nouvelles Merveilles Naturelles. 
> S'étonner de la forme étrange des quelques 1200 collines de l'île de Bohol.
> Rassembler son courage pour nager avec une requin baleine à Donsol... Inoffensif mais impressionnant. Entre février et avril.
> Se prélasser sur les plus belles plages d'Asie, sur l'île de Boracay.";10;12;3;3;3;3;3;2;0;0;0;0;0;2;14.5982194;120.9775614;
Pays-Bas;Amsterdam;oui;;"> Faire des emplettes dans les multiples marchés d'Amsterdam : le marché aux fleurs flottant, le marché des antiquités , le marché Albert Cuyp...
> Visiter le quartier des diamantaires et bénéficier de prix avantageux.
> Faire du patin sur les canaux gelés en hiver.
> Déambuler dans le quatier rouge (attention, caméra interdite).
> Découvrir l'ambiance uique des coffee shop.
> Pique-niquer dans le Vondel Park.
> Visiter la ville comme les habitants, à bicyclette";25;45;0;0;1;2;3;3;3;3;2;1;1;1;52.3579946;4.8686484;
Pérou;Lima;oui;"Fondée en 1853 par le conquistador Espagnol Francisco Pizarres pour être la capitale de la Vice Royauté du Pérou, Lima est située dans une vallée anciennement habitée par les incas. Plusieurs de leurs sanctuaires furent détruits afin de construire la nouvelle ""Cité des rois"".  Après 1821, date de l’indépendance de la démocratie du Pérou, la ville garde son importance et en demeure la capitale.
Principal centre culturel d’Amérique du Sud, Lima concentre 46 universités, dont la plus ancienne d’Amérique. L’authenticité du centre historique de la ville (classé au patrimoine de l’UNESCO) reste intacte malgré les tremblements de terre qui l’ont marquée. Vous pourrez y admirer de magnifiques cathédrales, d’innombrables musées ou encore des vestiges de la civilisation précolombienne…
Pour beaucoup cette capitale est trop bondée, désordonnée, sans charme, mais il faut lui laisser le temps de se dévoiler et s’intéresser à la richesse de son histoire. Une fois apprivoisée, Lima a beaucoup à offrir.";"> Se promener dans le vieux Lima et découvrir son passé colonial.
> Siroter un verre de pisco sur la place St-Martin.
> Négocier le prix des marchandises au Mayorista, le grand marché-foire.
> Monter en taxi et partir à la découverte des quartiers chics et résidentiels de Miraflores et de San Isidro, au sud de la ville.
> Pratiquer un peu de trekking à l'Instituto Geografico Nacional.
> Se détendre dans les jardins des quartiers de Miraflores, San Isidro
> Se rendre à Barranco et à Chorrillos, endroit où est situé El Puente de los Suspiros (le Pont des Soupirs), lieu idyllique pour les amoureux.";9;21;3;3;3;3;3;3;3;3;3;3;3;3;-12.0461713;-77.031244;
Pologne;Varsovie;oui;;;12;14;0;0;0;1;1;3;3;3;2;1;1;0;52.16491;21.0890278;
Portugal;Lisbonne;oui;;"> Goûter les pâtisseries de l'Antigua Confeitera de Belém, notamment une pasteis de nata encore tiède.
> Flâner dans l'Estufa Fria, oasis hors du temps dans la ville.
> Se rendre dans le quartier de Barrio Alto pour une de ses maisons de fado";11;35;1;1;2;3;3;3;3;3;3;3;3;1;38.713098;-9.160549;
Qatar;Doha;oui;"Doha est une ville très jeune. Fondée en 1850 sous le nom de Al-Bida'a, le pays passe sous protectorat Britannique au début du 19ème siècle. C’est en 1979, après la découverte de gisements de pétroles dans la région, que la ville se développe rapidement. Doha devient par la suite la capitale du Qatar devenu indépendant, en 1971.
Malgré l’histoire très jeune du pays, la ville possède quelques musées intéressants. Vous en saurez plus sur l’histoire pré-pétrole au musée Ethnographique, puis visitez le Musée National du Qatar, composé d’un bel aquarium sur deux niveaux, d’une salle d’arme et d’artefacts historiques. 
Les Qataris appellent leur capitale de verre et d'acier la ""perle du désert"". Entre visite de mosquées, safari en jeep dans le désert, visite du parc naturel ""Shahania"" et journée en parc d’attraction, Doha offre une grande palette d’activités à ses visiteurs. Cependant, la ville reste assez rapidement visitable et une escale d'une journée ou 2 suffit à en faire le tour.";"> Se perdre dans le dédale des allées du Souk Waquif et y découvrir des objets typiques ou insolites.
> Se balader sur la corniche pour bénéficier d'une jolie vue sur les buildings de verre et d'acier.
> Visiter à pied les ruelles de Katara, le village culturel au nord de west bay.
> Se cultiver au musée de l'Art Islamique. Le musée aussi bien que les collections valent le coup d'oeil.";32;30;2;3;3;3;2;1;0;0;1;2;3;3;25.3707148;51.5444467;
République Tchèque;Prague;oui;"Située au centre des plaines de Bohême, Prague devient la capitale du Saint-Empire romain germanique en 1355. Elle est alors la troisième ville la plus peuplée d'Europe et un centre culturel et religieux très important. Sous domination Habsbourg (Autriche) pendant 400 ans la ville prend son indépendance à la fin de la première guerre mondiale et devient la capitale de la Tchécoslovaquie, puis de la République tchèque en 1993.
Surnommée la ""Ville aux cents clochés"", Prague est une ville d'une richesse culturelle fascinante. Elle a conservé les rues pavées, les nombreuses églises et son château de son passé médiéval.
Prague offre plusieurs visages à ses visiteurs, ville romantique où il fait bon se balader le soir, c’est également un des nouveaux lieux plébiscités par la jeunesse Européenne pour faire la fête, grâce notamment à ses prix très abordables.";"> Se balader dans la rue piétonne Celetna.
> Boire un verre d'absynthe dans une taverne afin de se sentir l'âme d'un poète (Verlaine, Oscar Wild et Rimbaud en consommaient).
> Gouter les bières Tchèques qui sont parmi les meilleures d'Europe.
> S'étonner devant l'étrange architecture de la maison dansante.
 > Se rendre au quartier Art Nouveau.
 > Se promener sur le quai Mazarykovo Nabrezi.
 > Flâner sur Vaclavske Namesti, les Champs-Élysées de Prague.";12;27;0;0;0;1;1;3;3;3;1;1;1;0;50.090638;14.399656;
Roumanie;Bucarest;oui;;"> Se balader dans le parc Herastrau.
> Commencer la soirée de fête dans un bar original comme le bicicleta.
> Visiter l'Athénée Roumain et profiter de son incroyable accoustique lors d'un concert (le prix ne dépasse pas 15 euros).
> Goûter la cuisine traditionnelle à la brasserie Caru Cu Bere.
> Sortir la nuit au ""Déjà Vu"" pour profiter de leur mise en scène du service (barman qui crache le feu pour enflammer votre verre...).
> Se découvrir l'âme d'un flambeur sans vous ruiner dans l'un des nombreux casino (mise minimal 0,30€, buffet à volonté)";7;21;0;0;0;1;2;2;3;3;3;1;1;0;44.441429;26.096827;
Royaume-Uni;Edimbourg;oui;;"> Vibrer au rythme des cornemuses lors du Military Tatoo, en été
> Goûter au fameux Haggis (sans demander de quoi il est constitué...)
> Lorgner sur la ville au travers du Periscope, une des plus vieilles attractions de la ville (1853)
> Assiter aux Higland Games et être impressionner par ses épreuves (lancer de tronc d'arbres , jet de panse de brebis..). Très viril même en kilt !
> Suivre le destin tragique de Marie Stuart au palais de Holyrood";14;53;2;2;2;2;2;2;3;3;2;2;2;2;55.9486908;-3.2010883;
Royaume-Uni;Londres;oui;;"> Aller dans le West End pour voir une représentation théâtrale ou une comédie musicale.
> Boire une bière et manger un Fish'n chips dans un pub.
> Se balader dans Hyde Park et Kensington Gardens.
> Assister à la relève de la garde devant Buckingham Palace à 11h30 (durée : 45 minutes).
> Faire les boutiques situées dans les célèbres endroits comme Oxford Streert, Regent Street, Covent Garden, King's Road, Soho, Harrod's ou encore Harvey'Nichols.
> Dejeuner sur un des nombreux stands de nourriture du monde entier au marché de Camden Town.
> Essayer la London Eye, la grande roue de Londres (si vous avez les moyens).";24;72;2;2;2;2;2;3;3;3;3;2;2;2;51.5082493;-0.0775694;
Russie;Moscou;oui;"Moscou, capitale historique de la Russie, a subie les invasions mongoles et l’invasion de Napoléon. Délaissée par les Romanovs au profit de Saint-Pétersbourg en 1703, elle redevient le siège du pouvoir après la révolution Russe.
Nombres de choses sont à voir à Moscou et vous permettrons de parcourir l’histoire de la Russie : le Kremlin, la Place Rouge (photo ci-dessus), la cathédrale Saint-Basile et ses neuf dômes, le musée du KGB ou encore le mausolée de Lénine.
Malgré son aspect austère, l’ex-capitale Soviétique se métamorphose au fil du temps. Une jeunesse polyglotte, des défilés de mode et des hôtels de luxe émergent, témoignant de son ouverture sur le monde. Pour autant, elle ne renie pas son passé. Aussi belle en hiver sous la neige, que sous le soleil d’été, Moscou vous captivera !";"> En prendre plein les yeux sur la place rouge, avec le Kremlin, le mausolée de Lénine et la magnifique cathédrale Basilique le bienheureux.
> Prendre un brunch à l’hôtel ""National"" avec vue sur le Kremlin.
> Admirer les décors du métro comme on admirerait un palais (quelques stations à ne pas manquer : Arbatskaya, Kievskaya, Komsomolskaya...).
> Economiser en payant son billet de métro en faisant des squats à la station Vystavochaya.
> Visiter le théatre Bolchoï (ou y voir un opera si vous avez un gros budget ... ).
> Patiner sur les bassins du Parc Gorki.";9;36;0;0;0;1;1;3;3;3;1;1;0;0;55.7525259;37.6208981;
Russie;Saint-Pétersbourg;;"Capitale de la Russie pendant deux siècles, Saint-Pétersbourg a été construite de toute pièce par le Tsar Pierre le Grand (1682 – 1725) sur un marais inhabité. Rapidement, la ville s’est dotée de palais somptueux et demeure aujourd’hui le symbole de la grandeur de la Russie des Tsars. 
Saint-Pétersbourg est inscrite à la liste du patrimoine mondiale de L’UNESCO. Elle est considérée comme une ville majeure sur le plan culturel du pays.  Elle abrite entre autre le musée de l’Ermitage (le plus grand musée d’art du monde), la cathédrale Saint-Sauveur (photo ci-dessus), plus de 250 musées et 4000 monuments classés !
C’est ici qu’a commencé la révolution Bolchevique en 1917, entrainant le déclin de la ville. Par la suite elle a été successivement appelée Pétrograd puis Léningrad. Ce n’est qu’après le référendum de 1991, à la fin de la guerre froide, que la ville a retrouvé son nom originel.";"> Explorer l'immanquable musée l'Ermitage. Acheter les billets sur internet pour ne pas faire la queue.
> Monter au sommet de la coupole dorée de la cathédrale Saint Isaac pour une vue magnifique du centre historique.
> S'immerger dans la culture locale en allant dans un bani (bains de vapeur + coup de fouet + bain froid = moins de toxines).
> Visiter l'un des emblèmes de la ville, l'église Saint Sauveur du Sang Versé.
> Se reposer de l'agitation urbaine dans un parc de l'île Elagin";6;26;0;0;0;1;1;3;3;3;1;1;0;0;59.9399684;30.3143337;
Singapour;Singapour;oui;;"> Faire un safari de nuit dans le zoo de Singapour.
> Observer le panorama depuis la plus haute grande roue du monde.
> Se promener sur la passerelle au coeur du Gardens by the bay, au paysage futuriste. Spectacle son et lumière gratuit à 19h45 et 20h45.
> Faire du Kayak dans les mangroves de Palau Ubin.
> Aller manger dans le quartier de china town.
";16;38;0;2;0;2;2;2;2;0;2;0;0;0;1.2868533;103.8543954;
Slovaquie;Bratislava;oui;;;12;17;0;0;1;1;3;3;3;3;3;1;1;0;48.1356952;17.0808909;
Slovénie;Lubiana;oui;;;10;20;0;0;1;1;1;2;2;2;2;1;1;0;46.05263;14.5066856;
Sri Lanka;Colombo;oui;;> Visiter le vieux quartier de Pettah : tuk-tuk et petits commerces s'entassent dans ce quartier surpeuplé.;12;13;3;3;3;3;3;3;3;3;3;2;2;2;6.916596;79.856522;
Suède;Stockholm;oui;;"> Dormir dans un trois mâts centenaire reconvertit en auberge de jeunesse (AF Chapman).
> Profiter de la vue depuis les globes de verre skyview.
> Se promener dans l'ambiance médiéval du quartier Gamla Stan.
> Avoir un premier aperçu de la vile avec le Free Walking Tour.
> Boire un verre au skybar Hemlin, un bar très branché du plus haut gratte ciel de la ville.
> Decouvrir le plus grand IKEA du monde et y retrouver les fameuses boulettes de viande.
";25;58;0;0;0;1;1;3;3;3;1;1;1;0;59.3216697;17.8859742;
Suisse;Genève;;;;25;43;0;0;1;1;1;3;3;3;3;1;1;0;46.226609;6.1382926;
Thaïlande;Ayutthaya;;"Fondée en 1350 par le roi U-Thong, Ayutthaya est l'ancienne capitale du royaume de Thaïlande. Le centre historique a été construit à la confluence de deux rivières et fermé artificiellement par un canal au nord, pour en faire une île. Pillée puis détruite par les armées birmanes, Ayutthaya est abandonnée en 1767. La capitale du royaume fut alors déplacée 80km au sud à l'emplacement actuel de Bangkok.
Ayutthaya a gardé un fort héritage historique et culturel. La ville regorge de ruines d'anciens temples, de Bouddha couchés et de canaux. Facilement accessible depuis Bangkok, il faut compter une bonne journée sur place pour avoir le temps de tout visiter.";"> Se balader dans les nombreuses ruines du temple Wat Phra Si Sanphet.
> Visiter les temples de Wat Chai Watthanaram et Wat Yai Chai Mongkol.
> Admirer le Bouddha couché du Wat Lokaya Sutharam.
> Prendre en photo la tête de Bouddha dans les racines d'un arbre dans le temple Wat Mahathat (voir photo). C'est la photo la plus connue d'Ayutthaya.
> Aller manger le soir au marché de nuit.
> ASTUCE : Les temples sont éloignés les uns des autres, il est préférable de louer un scooter ou un vélo.";7;10;3;3;3;2;2;2;2;2;2;2;3;3;14.355210;100.568913;
Thaïlande;Bangkok;oui;"Initialement petit comptoir commercial bâti au 15ème siècle, ce n'est que trois siècles plus tard que Bangkok gagne son nom et devient capitale du royaume de Siam. Elle se modernise et s'agrandit sous la pression des puissances coloniales voisines, sans jamais y succomber. Tout comme le reste de la région asiatique, c'est dans les années 1960 que la ville connait son véritable essor : elle va attirer désormais nombre de multinationales, intéressées par son dynamisme et sa position privilégiée.
Aujourd'hui deux mondes vivent en harmonie : le moderne et le traditionnel. Vous pourrez aisément passer de ses quelques 400 superbes temples aux boutiques de luxe, des marchés rustiques aux soirées endiablées dans les boîtes de nuit, ou des restaurants haute gastronomie aux cantines de rue.
La capitale du ""Pays du Sourire"" a beaucoup à offrir à ceux qui prendront le temps d'y séjourner. N'ayant jamais été colonisée, elle offre une authenticité unique. Cela justifie certainement sa place dans le top des villes au monde les plus visitées.";"> Visiter le palais royal et le Wat Phra Kaew, célèbre pour son bouddha d'émeraude.
> Se promener au Pat Klong Market  ou le weekend le chatuchak market (15 000 commercants !)
> Prendre un moto taxi et ne surtout pas oublier de négocier le prix !
> Se délecter de la cuisine thaï pour 2 euros en s'asseyant dans une cantine de rue. 
> Se détendre avec un massage d'une heure pour à peine 6 euros (soit 10 fois moins qu'en France).
> Etre impressionné par la taille du bouddha couché de Wat Pho, le plus grand du pays.
> Assister à un combat de boxe thaï. C'est certes violent mais tout de même mythique.
> Visiter la maison de Jim Thompson";8;16;3;3;3;3;2;2;2;2;1;2;3;3;13.7517303;100.4919967;
Thaïlande;Chiang Mai;;;"> Participer à la réinsertion sociale de prisonnières en se faisant masser au Women’s Correctional Institution Centre.
> Déambuler dans le marché de la rue wualai le samedi de 16h à 22h.
> Découvrir le magnifique temple de Wat Phra Sing.";5;13;3;3;3;1;2;2;0;0;0;3;3;3;18.7886766;98.9803935;
Thaïlande;Chiang Rai;;;"> Aller voir l'étonnant temple blanc.
> Flâner dans le night Bazar (près de la gare routière) et faire le plein de produits locaux.
> Partir à la rencontre des femmes au long cou et découvrir leur culture.
> Goûter à un café 100% local et torréfié sur place au Doi Chang Coffee.
> Sortir de la ville pour aller découvrir le jardin de la maman du roi de Doi Jung";7;7;3;3;3;2;2;0;0;0;2;2;3;3;19.8243398;99.7622116;
Thaïlande;Khon Kaen;;"Idéalement située en plein centre de la région Isan, la ville de Khon Kaen est l'une des plus importantes villes de Thaïlande. Ville étudiante très moderne, boudée par les touristes, elle ne l'est pas par les expatriés. Ils se sont installés en nombre dans cette partie de Thaïlande, attirés par les opportunités économiques, ainsi que par le charme des paysages et des thaïlandaises...
Traversée par deux énormes autoroutes, Khon Kaen fait un bon point de départ pour explorer cette partie de la région. D'énormes statues de dinosaures sont placées aux quatre points d'accès de la ville. En effet, la région est connue pour abriter des ossements et des empreintes de pas de dinosaures.";"> Aller pique-niquer au bord du lac Bueng Kaen Nakhon et en profiter pour admirer les statues de dinosaures.
> Visiter le temple Phra Mahathat Kaen Nakhon, juste à côté du lac.
> Se rendre au musée National de Khon Kaen.
> Voir les dresseurs de Cobra Royal dans le village de Ban Khok Sa-Nga.
> Admirer les empreintes de pas de dinosaures ainsi que le musée sur les dinosaures, dans le parc national Phu Wiang à 80 km à l'ouest de Khon Kaen.
> Visiter la petite ville de tisserands de Chonnabot, connue pour avoir la meilleure soie de Thailande (à 50km au sud). Au retour, s'arrêter au village des tortues (Ban Kok).";9;9;3;3;3;2;1;1;1;1;1;2;3;3;16.426622;102.825949;
Thaïlande;Korat, Nakhon Ratchasima;;"Porte d'entrée de la région Isan depuis Bankok, Nakhon Ratchasima (ou Korat son ancien nom encore largement utilisé) est une grande ville moderne. Ancienne base militaire Américaine pendant la guerre du Vietnam, la ville en elle-même n'a pas un grand intérêt. En revanche, c'est un excellent point de départ pour visiter les temples Khmers du sud de l'Isan.
Peu de touristes étrangers s'aventurent dans cette partie du pays, surtout en saison basse. C'est l'assurance de rencontrer la Thaïlande authentique. Aussi, peu de personnes parlent anglais, c'est le bon moment pour apprendre quelques mots de Thaï !";"> Visiter le plus important temple Khmer de Thaïlande, le Prasat Hin Phimai. Situé à Phimai, à 60 km de Korat.
> Aller voir le parc historique de Phanom Rung et le Prasat Meuang Tam (voir photo), à 130 km à l'est de Korat.
> Admirer la statue de Thao Suranari devant la seule porte d'origine de la ville : Chumphon.
> En saison sèche, se balader dans le parc Khao Yai, l'un des plus beaux parc d'Asie du sud-est.
> Chercher un chat de Korat, dont la race est connue dans le monde entier";10;8;3;3;3;2;1;2;1;1;1;2;3;3;15.219167;102.495776;
Thaïlande;Nong Khai;;"La petite ville de Nong Khai est située dans le nord-est de la Thaïlande, à seulement 20 km de Vientiane, la capitale du Laos. Construite sur la rive sud du Mekong, la ville est réputée pour sa douceur de vivre et ses nombreux restaurants souvent tenus par des expatriés venus passer leurs retraites dans ce coin de paradis.
Facilement accessible en train depuis Bangkok, Nong Khai ne manque pas d'attraits. On y vient pour visiter le parc Sala Kaeo Kou et ses statues gigantesques, admirer les couchers de soleil sur le Mekong et visiter le parc historique de Phu Phrabat.";"> Se balader au parc Sala Kaeo Kou en périphérie de la ville pour admirer les gigantesques statues.
> Se promener le soir au bord du Mekong et contempler le coucher de soleil.
> Aller admirer les peintures préhistoriques au parc historique de Phu Phrabat.
> En fin de saison des pluies, assister à une course de bateaux sur le Mekong.";9;9;3;3;3;3;0;0;0;0;0;3;3;3;17.873381;102.734340;2
Tunisie;Djerba;;;"> Bronzer au bord de la mer turquoise sur l'une des plages de la ville
> Le jeudi, flâner dans le quartier d'Houm Souk, découvrir l'artisanat local, les senteurs des épices ... un vrai voyage des sens.
> Se perdre en 4x4 dans le désert aux portes de la ville
>  Guellala";18;13;1;1;1;3;3;3;3;3;3;3;3;1;33.876918;10.8505883;
Tunisie;Tunis;oui;;;15;12;1;1;1;3;3;3;3;3;3;3;3;1;36.8092974;10.1341229;
Turquie;Ankara;oui;;;15;27;0;0;1;1;3;3;3;3;3;3;1;1;39.9167994;32.854689;
Turquie;Istanbul;;;"> Apprendre à faire du café turc au café du musée des arts turcs et islamiques
> Visiter la basilique Sainte Sophie, suspendue entre l'Orient et l'Occident.
> S'imprégner d'une ambiance authentique en promenant dans le quartier de Vefa
> Voir danser des Derviches Tourneurs monastère au monastère situé près de la place Tünel.
> Tester ses capacités de négociateurs au grand bazar d'Istanbul ";10;23;1;1;1;1;3;3;3;3;3;3;1;1;41.0057974;28.9751509;
Venezuela;Caracas;oui;;"> Déambuler dans le centre d'art d'Estancia, ancienne hacienda coloniale transformée en centre d'art.
> S'étonner devant l'église  orthodoxe roumaine au quartier lagunita. Une des 15 dernières existantes au monde.
> Prendre l'air et se détendre au parc national El Avilà.
> Profiter de l'ambiance nocturne des quartiers de Las Mercedes ou El Rosal";15;20;3;3;3;3;3;3;3;3;3;3;3;3;10.4984039;-66.8994356;
Vietnam;Hanoï;oui;"Fondée en 1010, Hanoï est successivement capitale politique du pays puis capitale de l’Indochine sous domination française. Elle se retranchera sur  elle-même à cause du régime communiste et ne se rouvrira sur le monde qu’en 1987.
Héritant du colonialisme d’un plan d’urbanisme ""ville-jardin"", les nombreux lacs et parcs sont mis en valeurs. Elle a aussi su conserver son côté traditionnel avec ses temples, ses pagodes ainsi que son ""vieux quartier"" qui rassemble  36 guildes d’artisanats au sein de ses petites rues où il fait bon se perdre. 
La ville connait à présent une forte expansion aussi bien économique que démographique et attire chaque année de nombreux touristes. Ceci n’est pas sans raison. Hanoï mêle merveilleusement bien son héritage passé et le modernisme présent. Aussi 3 à 4 jours ne seront pas de trop pour découvrir les charmes de la capitale vietnamienne. ";"> Visiter gratuitement le Mausolée d'Hô Chi Min (voir photo). Situé à l'endroit où il prononca son discours d'indépendance et de style Russe, le batiment impressionne. Y aller tôt pour éviter la queue.
> Se relaxer sur un banc du lac Hoan Kiem en regardant les locaux pratiquer le Taï Chi sur les rives.
> S'immerger dans la culture vietnamienne en parcourant le vieux quartier où chaque profession a son propre secteur.
> Assister à un spectacle du théatre des marionnettes sur l'eau, un véritable art traditionnel.
> En apprendre plus sur la population vietnamienne en visitant le Musée d'Ethnologie.
> Déambuler dans le marché nocturne de Hang Ngang. ";7;13;1;1;2;3;2;1;0;1;2;3;3;2;21.0376902;105.8312464;
Vietnam;Ho Chi Minh;;;;7;11;3;3;3;2;1;0;0;1;1;1;2;3;10.8914063;106.5853894;
